word,word_diac,ipa,id,meaning_en,cefr,freq,meaning_cn
إعتاد,إعْتَادُ,iʿtādu,4157,wont to,C1,8.3,v：习惯于；适应
أنعام,أَنْعَامُ,anʿāmu,4158,livestock,C1,8.29,n：牲畜；家畜；恩惠
بسمة,بِسِمَة,bisimati,4159,Basma,C1,8.29,n：微笑；笑容
حرق,حَرْق,ḥarqi,4160,burn,C1,8.29,v：燃烧；烧毁；焚烧
خارجة,خَارِجَة,khārijatin,4161,out,C1,8.29,n.f：外面；外部；外出
شبابي,شَبَابِيّ,shabābiyyin,4162,my youth,C1,8.29,adj：青年的；青春的；青年人的
فاعلي,فَاعِلِي,fāʿilī,4163,agential,C1,8.29,n.m：行动者；参与者；施事者
مختصر,مُخْتَصَر,mukhtaṣarin,4164,brief,C1,8.29,adj：简短的；缩写的；摘要的
إستراتيجية,إسْتِرَاتِيجِيَّة,ʾistirātījiyyati,4165,strategy,C1,8.28,n.f：战略；策略；战略学
صاب,صَابَ,ṣāba,4166,Saheb,C1,8.28,v：击中；打中；命中
قوائم,قَوَائِم,qawāʾimi,4167,lists,C1,8.26,n.f：列表；清单；表格
تخلق,تَخْلُق,takhluqa,4168,create,C1,8.25,v：创造；形成；产生
برر,بَرَر,barara,4169,justify,C1,8.24,v：证明；辩护；辩解
توزع,تُوَزَّع,tuwazzaʿ,4170,distribution,C1,8.24,v：分配；分布；分散
نتابع,نَتَابِع,natābiʿu,4171,we continue,C1,8.24,v：我们跟随；我们追踪；我们继续
انتقد,انْتَقَدَ,āntaqada,4172,criticise,C1,8.23,v：批评；指责；评论
تكامل,تَكَامُل,takāmuli,4173,integration,C1,8.23,n.m：完整；整合；一体化
عبث,عَبْث,ʿabṯin,4174,absurd,C1,8.23,n.m：徒劳；胡闹；无意义
عزز,عَزْز,ʿazza,4175,enhance,C1,10.75,v：加强；巩固；增强
باذن,بَاذَن,bāthana,4176,leave,C1,8.22,prep：经允许；经许可；经同意
مواصلات,مُوَاصَلَات,muwāṣalāti,4177,transportation,C1,8.22,n.f：交通；运输；交通工具
يشتغل,يَشْتَغِل,yashtaḡil,4178,work,C1,8.22,v：他工作；他运转；他操作
أوان,أَوَان,ʾawāni,4179,time to,C1,8.21,n.m：时间；时机；时刻
إعجاز,إعْجَاز,ʾiʿjāzin,4180,Ijaz,C1,8.21,n.m：奇迹；神奇；绝妙
تشاء,تَشَاء,tashāʾu,4181,you want,C1,8.21,v：愿意；希望；想要
قصوى,قُصْوَى,quṣwā,4182,utmost,C1,8.21,adj：最高的；极端的；最大的
مجزر,مُجَزَّر,mujazzarin,4183,slaughterhouse,C1,8.21,n：屠宰场；adj：被屠宰的
اهتمام,اهْتِمَام,āhtimāmin,4184,attention,A1,106.66,n：关心；注意；兴趣
وسيط,وَسِيط,wasīṭin,4185,broker,C1,8.21,n：中介；中间人；adj：中间的
يستخدمون,يَسْتَخْدِمُونَ,yastakhdimūna,4186,use,C1,8.21,v：他们使用
يتمنى,يَتَمَنَّى,yatamannā,4187,wish,C1,8.2,v：希望；祝愿
ينتظرون,يَنْتَظِرُونَ,yantaẓirūna,4188,waiting for,C1,8.2,v：他们等待
إخلاص,إخْلَاص,ʾikhlāṣin,4189,sincerity,C1,8.19,n：忠诚；真诚；忠实
يستلزم,يَسْتَلْزِمُ,yastalzimu,4190,require,C1,8.19,v：需要；要求；导致
تانى,تَانِى,tāniā,4191,Taani,C1,8.18,adj：第二；另一个
استخراج,اسْتِخْرَاجُ,āstikhrāju,4192,extraction,C1,8.15,n：提取；开采；取出
وهم,وَهُمْ,wahum,4193,as they,C1,8.15,n：幻想；错觉；妄想
اعتدال,اعْتِدَال,āʿtidāli,4194,moderation,C1,8.14,n：温和；适中；平衡
بالي,بَالِي,bālī,4195,Bali,C1,8.14,adj：陈旧的；过时的；破旧的
دونم,دُونَم,dūnam,4196,dunum,C1,8.14,n：杜纳姆（土地面积单位）
جمرك,جُمْرِكَ,jumrika,4197,customs,C1,8.13,n：海关；关税
غربة,غُرْبَة,ḡurbati,4198,weird,C1,8.13,n：异乡；陌生；孤独
تبغ,تَبْغ,tabḡu,4199,tobacco,C1,8.12,n：烟草
تمديد,تَمْدِيد,tamdīdu,4200,extension,C1,8.12,n：延长；扩展；延期
يستخدمها,يَسْتَخْدِمُهَا,yastakhdimuhā,4201,used by,C1,8.12,v.3ms：使用它（阴性单数宾语）
ينتقد,يَنْتَقِد,yantaqidu,4202,criticize,C1,8.12,v.3ms：批评；指责
سواد,سَوَاد,sawādi,4203,blackness,C1,8.11,n：黑色；黑暗；黑墨水
فاتيكان,فَاتِيكَانِ,fātīkāni,4204,Vatican,C1,8.11,n：梵蒂冈
أقوى,أَقْوَى,aqwā,4205,stronger,A2,36.47,adj.m.sg.comp：更强；更有力
زبائن,زَبَائِن,zabāʾinin,4206,customers,C1,8.09,n：顾客；客户
اشتهر,اُشْتُهِر,ushtuhira,4207,is famous for,C1,8.08,v.3ms.past：出名；闻名
تأسست,تَأَسَّسَت,taʾassasat,4208,was founded,C1,8.08,v.3fs.past：建立；成立
تمرين,تَمْرِين,tamrīnin,4209,exercise,C1,8.08,n：练习；训练；锻炼
واقف,وَاقِف,wāqifin,4210,standing,C1,8.08,adj：站着的；直立的
مالية,مَالِيَّة,māliyyatin,4211,financial,C1,8.08,adj：财政的；金融的；财务的
بشارة,بِشَارَة,bishārati,4212,gospel,C1,8.06,n：喜讯；好消息；福音
شايف,شَايِف,shāyifu,4213,Shive,C1,8.06,adj.eg：看见的；看到的
يحتل,يَحْتَل,yaḥtalu,4214,occupy,C1,8.06,v.3ms：占据；占领；占有
معمول,مَعْمُول,maʿmūlun,4215,applicable,C1,8.05,adj：制作的；做的；完成的
استلام,اسْتِلَام,āstilāmi,4216,receive,C1,8.04,n：接收；领取；验收
دكتوراه,دُكْتُورَاه,duktūrāhu,4217,PhD,C1,8.04,n：博士学位
نهائياً,نِهَائِيًّا,nihāʾiyyan,4218,final,C1,10.92,adv：最终地；彻底地；完全地
آراء,آرَاء,ʾārāʾi,4219,views,C1,8.04,n：意见；看法；观点
إشكالي,إشْكَالِي,ishkālī,4220,problematic,C1,8.03,adj：有问题的；成问题的；引起争议的
كيس,كِيس,kīsi,4221,bag,C1,8.03,n：袋子；囊；包
معارض,مُعَارِض,muʿāriḍun,4222,exhibition,C1,8.03,n：反对者；adj：反对的；n：展览
أضواء,أَضْوَاء,ʾaḍwāʾi,4223,lights,C1,8.02,n：灯光（复数）；光
استبدال,اسْتِبْدَال,āstibdālin,4224,replacement,C1,8.02,n：替换；更换
توليد,تَوْلِيدِ,tawlīdi,4225,generation,C1,8.02,n：产生；生成
مواهب,مَوَاهِب,mawāhiba,4226,talent,C1,8.02,n：才能（复数）；天赋
متن,مَتْن,matni,4227,boat,C1,8.01,n：文本；正文；平原
حبيس,حَبِيس,ḥabīsu,4228,trapped in,C1,8.01,n：囚犯；adj：被囚禁的
أضع,أَضَع,ʾaḍaʿa,4229,put,C1,8,v：我放置（第一人称单数现在时）
إباحي,إِبَاحِيّ,ʾibāḥiyyun,4230,porn,C1,8,adj：淫秽的；色情的
بسلام,بِسَلَام,bisalāmin,4231,peacefully,C1,8,adv：平安地；安全地
تشوف,تَشَوَّفَ,tashawwafa,4232,cop a load,C1,8,v：你看（第二人称单数现在时，方言/口语）
طرفي,طَرَفَي,ṭarafay,4233,both sides,C1,8,n：我的方面；adj：双方的；n：末端（双数）
وحده,وَحْدَهُ,waḥdahu,4234,alone,C1,8,adv：独自；单独；n：单位
تان,تَان,tāna,4235,Tan,C1,7.99,adj：棕褐色的；晒黑的
تتوافر,تَتَوَافَر,tatawāfaru,4236,are available,C1,7.99,v：可用（第三人称阴性单数现在时）
كم,كَمْ,kam,4237,how,C1,7.97,n：数量；多少；adj：多少
نشوف,نُشَوْفِ,nushawfi,4238,we show,C1,7.97,v：我们看（第一人称复数现在时，方言/口语）
يسري,يَسْرِي,yasrī,4239,apply,C1,7.97,v：生效；通行；流动
واصبح,وَاصْبِحْ,wāṣbiḥ,4240,and became,C1,7.96,conj：并且成为（و 连接词 + أصبح 的过去时）
واضافت,وَاضَافَتْ,wāḍāfat,4241,she added,C1,7.96,v：补充；添加
إيصال,إيصَال,ʾīṣāli,4242,delivery,C1,7.95,n：送达；收据；传递
أقدم,أَقْدَم,ʾaqdamu,4243,oldest,B1,26.44,v：提供；呈现；提交
تملأ,تَمْلَأ,tamlaʾu,4244,fill,C1,7.94,v：填满；充满
ماشي,مَاشِي,māshī,4245,all right,C1,7.94,adj：行走的；n：步行
يستمع,يَسْتَمِع,yastamiʿu,4246,listen,C1,7.94,v：听；倾听
انضم,انْضَمَّ,ānḍamma,4247,join,C1,7.93,v：加入；参加
بروفيسور,بِرُوفِيسُور,birūfīsūra,4248,professor,C1,7.93,n：教授
جمار,جِمَارُ,jimāru,4249,heart of palm,C1,7.93,n：海关；关税
حيض,حَيْض,ḥayḍin,4250,menstruation,C1,7.93,n：月经
مكافأة,مُكَافَأَة,mukāfaʾatu,4251,reward,C1,7.92,n：奖励；报酬
ثقل,ثِقَل,ṯiqali,4252,weight,C1,7.91,n：重量；负担
تستعد,تَسْتَعَدُّ,tastaʿaddu,4253,prepare,C1,7.9,v：准备；预备
ماجستير,مَاجَسْتِير,mājastīri,4254,masters,C1,7.9,n：硕士学位
تساؤلات,تُسَاؤُلَات,tusāʾulāti,4255,questions,C1,7.89,n：疑问；问题
توثيق,تَوْثِيق,tawṯīqi,4256,documented,C1,7.89,n：记录；证明
تشغل,تَشْغَل,tashḡalu,4257,occupy,C1,7.88,v：占据；运行；使忙碌
تضحي,تُضَحِّي,tuḍaḥḥī,4258,sacrifice,C1,7.88,v：牺牲；奉献
ذروة,ذُرْوَة,thurwati,4259,peak,C1,7.88,n：顶峰；高潮
البتة,الْبَتَّة,ālbattata,4260,at all,C1,7.87,adv：绝不；完全（不）
تقاعد,تُقَاعُد,tuqāʿuda,4261,retirement,C1,7.87,n：退休；退役
صمود,صُمُود,ṣumūdi,4262,resilience,C1,7.87,n：坚定；坚韧；坚持
تحرم,تَحْرُم,taḥrumu,4263,deprive,C1,7.86,v：禁止；剥夺；使失去
فرنسي,فَرَنْسِي,faransī,4264,French,C1,7.86,adj：法国的；法国人的；法语的
لا محالة,لَا مَحَالَةَ,lā maḥālata,4265,inevitably,C1,7.86,adv：无疑地；必然地；不可避免地
مرحباً,مَرْحَبًا,marḥaban,4266,hello,A1,14.37,int：欢迎；你好
نحاس,نُحَاسٍ,nuḥāsin,4267,brass,C1,7.86,n：铜；黄铜
أعرب,أَعْرَب,ʾaʿraba,4268,voice,C1,7.85,v：表达；表明；声明
برق,بِرْق,birqi,4269,lightning,C1,7.85,n：闪电；电报
تجيب,تُجِيب,tujību,4270,answer,C1,7.85,v：回答；回应；答复
حاجب,حَاجِب,ḥājibi,4271,brow,C1,7.85,n：眉毛；门帘；侍卫
مئوية,مَئْوِيَّة,maʾwiyyatin,4272,percentage,C1,7.85,n：百年；世纪；百分之一
مساهم,مَسَاهِمِ,masāhimi,4273,shareholder,C1,7.85,n：贡献者；参与者；股东
يرتد,يَرْتَدّ,yartaddu,4274,backfire,C1,7.85,v：返回；反弹；恢复
أزواج,أَزْوَاج,ʾazwājin,4275,pairs,C1,7.83,n：夫妻；配偶；一对
فراش,فِرَاش,firāshu,4276,bed,C1,7.83,n：床；床铺；寝具
خاطب,خَاطِب,khāṭibin,4277,addressed,C1,7.82,v：向...求婚；与...交谈；演说
نشير,نَشِيرُ,nashīru,4278,point out,C1,7.82,v：我们指出；我们示意；我们提及
عروة,عُرْوَة,ʿurwata,4279,buttonhole,C1,7.8,n：纽扣孔；环；扣眼
مشتبه,مُشْتَبِه,mushtabihin,4280,suspect,C1,7.8,n：嫌疑人；可疑的
يخرج,يُخْرِج,yukhrija,4281,come out,C1,7.8,v：出去；离开；出版
أضرار,أَضْرَار,ʾaḍrārin,4282,damage,C1,7.79,n：损害；伤害；危害
يتساءل,يَتَسَاءَلُ,yatasāʾalu,4283,wonder,C1,7.79,v：询问；想知道；自问
أروع,أُرُوع,ʾurūʿi,4284,coolest,C1,7.78,adj：最奇妙的；最壮观的；最精彩的
ينتشر,يَنْتَشِرُ,yantashiru,4285,spread,C1,7.78,v：传播；蔓延；散布
خضوع,خُضُوع,khuḍūʿin,4286,submission,C1,7.77,n：服从；顺从；屈服
دجال,دَجَال,dajālun,4287,Antichrist,C1,7.77,n：骗子；江湖郎中；假先知
فردوس,فِرْدُوس,firdūsi,4288,paradise,C1,7.77,n：天堂；乐园；极乐世界
أخيرا,أَخِيرًا,akhīran,4289,finally,C1,7.77,adv：最后；终于
اجعل,اجْعَلْ,ājʿal,4290,make,C1,7.76,v：使；让；使得
جملة,جُمْلَة,jumlata,4291,sentence,C1,7.76,n：句子；总额；整体
معشر,مَعَشَّر,maʿashari,4292,coven,C1,7.76,n：群体；一伙人；部落
أرجح,أَرْجُح,ʾarjuḥu,4293,likely,C1,7.74,v：倾向于；认为更可能；使倾斜
إرتداء,إرْتَدَاء,ʾirtadāʾu,4294,wear,C1,7.74,n：穿着；穿戴
تفسر,تُفَسَّر,tufassaru,4295,explain,C1,7.74,v：解释；说明；阐释
تولد,تُوَلَد,tuwalada,4296,generate,C1,7.74,v：出生；产生；发电
مرض الإيدز,مَرِضَ الْإِيدِز,mariḍa alʾīdiza,4297,AIDS,C1,7.74,n：艾滋病
تبيع,تَبِيعُ,tabīʿu,4298,sell,C1,7.73,v：卖；出售
تقدّم,تُقَدِّم,tuqaddimu,4299,progress,B1,113.33,v：前进；进步；提出
جبير,جُبَيْر,jubayrun,4300,Jubair,C1,7.73,n：小桥；吉贝尔（人名）
رافد,رَافِد,rāfidin,4301,tributary,C1,7.73,n：支流；贡献者
كوسيلة,كَوَسِيلَة,kawasīlatin,4302,as a means,C1,7.73,prep：作为手段；作为工具
مولاي,مَوْلَاي,mawlāya,4303,my lord,C1,7.73,n：我的主人；先生（尊称）
بيت شعر,بَيْتِ شَعْرَ,bayti shaʿra,4304,verse,C1,7.71,n：帐篷；诗节
حشر,حَشْر,ḥashri,4305,cram,C1,7.71,v：聚集；驱赶；复活
اجل,اجِل,ājili,4306,yes,C2,7.7,int：当然；好吧
سخر,سُخُرُ,sukhuru,4307,mock,C2,7.69,v：嘲笑；讽刺
طوع,طُوْع,ṭuwʿi,4308,obedient,C2,7.69,n：自愿；顺从
نواف,نَوَاف,nawāfi,4309,Nawaf,C2,7.69,n：诺瓦夫（人名）
تحافظ,تُحَافِظ,tuḥāfiẓu,4310,maintain,C2,7.68,v：维护；保持
انتقام,انْتِقَام,āntiqāmu,4311,revenge,C2,7.67,n：报复；复仇
ترضى,تَرْضَى,tarḍā,4312,accept,C2,7.67,v：满意；接受
خضرة,خُضْرَة,khuḍrati,4313,greenery,C2,7.67,n：绿色；植被
رهن,رَهْن,rahni,4314,mortgage,C2,7.67,v：抵押；取决于
متغير,مُتَغَيِّر,mutaḡayyirin,4315,variable,C2,7.67,adj：变化的；变量
هن,هُنّ,hunna,4316,they,B2,13.47,pron：她们；她们（宾格）
تستغرق,تَسْتَغْرِقُ,tastaḡriqu,4317,take,C2,7.66,v：需要；花费（时间）
مجيء,مَجِيء,majīʾi,4318,coming,C2,7.66,n：到来；来临
قسام,قِسَام,qisāmin,4319,Qassam,C2,7.65,n：分配者；卡萨姆（人名）
مهاجم,مَهَاجِم,mahājimin,4320,attacker,C2,7.65,n：攻击者；前锋
انقضاء,انْقِضَاءِ,ānqiḍāʾi,4321,expiry,C2,7.64,n：期满；终止；结束
تتعدى,تَتَعَدَّى,tataʿaddā,4322,exceed,C2,7.64,v：超越；侵犯；超过
اكتساب,اكْتِسَاب,āktisābu,4323,gain,C2,7.62,n：获得；取得；习得
خيمة,خَيْمَة,khaymati,4324,tent,C2,7.62,n：帐篷
مقاعد,مَقَاعِد,maqāʿidi,4325,seats,C2,7.62,n：座位；席位
مياه,مِيَاه,miyāhi,4326,water,C2,7.62,n：水
تخاف,تَخَاف,takhāfu,4327,be afraid,C2,7.61,v：害怕；畏惧
تفصل,تُفْصُل,tufṣulu,4328,separate,C2,7.61,v：分开；分离；区分
خلا,خَلَا,khalā,4329,except,C2,7.61,v：离开；空出；排除
دفتر,دَفْتَر,daftaru,4330,book,C2,7.61,n：笔记本；本子
ذريع,ذَرِيع,tharīʿin,4331,fiasco,C2,7.61,adj：极端的；严重的；可耻的
عذبة,عُذَبَة,ʿuthabata,4332,fresh,C2,7.61,adj：甜的；甘美的；清新的
منذر,مُنْذِر,munthirin,4333,warner,C2,7.61,n：警告者；预报者
ستر,سَتْر,satri,4334,jackets,C2,7.59,v：遮盖；掩盖；保护
متتالية,مُتَتَالِيَة,mutatāliyatin,4335,consecutive,C2,7.59,n：序列；连续；一连串
اختفاء,اخْتِفَاءِ,ākhtifāʾi,4336,disappearance,C2,7.58,n：消失；失踪
اتخاذ,اتِّخَاذ,āttikhāthu,4337,taken,A2,56.87,n：采取；采纳；选择
تضيع,تَضِيع,taḍīʿu,4338,waste,C2,7.58,v：丢失；浪费；迷路
حمر,حُمْر,ḥumrin,4339,red,C2,7.58,adj：红色的
سنْن,سُنَنَّ,sunanna,4340,hone,C1,10.69,n：传统；习俗；惯例
ماسة,مَاسَّة,māssatin,4341,urgent,C2,7.58,n：钻石
اندلاع,انْدِلَاع,āndilāʿi,4342,outbreak,C2,7.57,n：爆发；突然发生
تفريق,تَفْرِيق,tafrīqu,4343,differentiate,C2,7.57,n：分散；驱散；解散
حقْق,حَقَّقَ,ḥaqqaqa,4344,achieve,B1,116.73,v：实现；达到；完成
ضياع,ضَيَاع,ḍayāʿi,4345,lost,C2,7.57,n：丢失；浪费；迷失
مدفع,مُدْفَع,mudfaʿin,4346,cannon,C2,7.57,n：大炮；火炮
محض,مَحْض,maḥḍun,4347,pure,C2,7.56,adj：纯粹的；完全的
عايزين,عَايَزِيْنَ,āyaziyna,4348,you want to get your,C2,7.55,v：想要（复数形式）
كتف,كَتْف,katfin,4349,shoulder,C2,7.54,n：肩膀
مرقب,مُرَقَّبٌ,muraqqabun,4350,observatory,C2,7.54,n：望远镜；观察哨
أدّى,أَدَّى,addā,4351,lead,B1,267.74,v：导致；表演；履行
نبغ,نَبَغَ,nabaḡa,4352,excel,C2,7.53,v：擅长；精通；有才华
نشاهد,نُشَاهِد,nushāhidu,4353,watching,C2,7.53,v：我们观看
نصرة,نُصْرَة,nuṣratin,4354,victory,C2,7.53,n：支持；援助
اسرائيل,اسْرَائِيلُ,āsrāʾīlu,4355,Israel,C2,7.53,n：以色列
سعي,سَعْي,saʿyi,4356,seek,C2,7.51,n：努力；追求
فرنسية,فَرَنْسِيَّة,faransiyyati,4357,French,C2,7.51,adj：法国的；法语
نخرج,نُخْرِج,nukhriju,4358,we go out,C2,7.51,v：我们出去
نفذة,نَفَّذَةَ,naffathata,4359,was carried out by,C2,7.51,n：窗户
اتخاذ,اتِّخَاذ,āttikhāthu,4360,taken,A2,56.87,n：采取；采纳
نَظَرَ,نَظَر,bi-n-naẓari,4361,consider,A2,536.66,v：看；注视；考虑
صيغة,صِيغَة,ṣīḡati,4362,formula,A2,43.31,n：形式；格式；公式
غامض,غَامِض,ḡāmiḍin,4363,mysterious,C2,7.5,adj：模糊的；含糊的；不明确的
كفاح,كَفَاح,kafāḥin,4364,struggle,C2,7.5,n：斗争；奋斗；抗争
أضعف,أَضْعَف,ʾaḍʿafa,4365,weaker,C2,7.49,v：削弱；使变弱
طاقم,طَاقِم,ṭāqimu,4366,crew,C2,7.49,n：团队；机组；工作人员
اهتم,اهْتَمّ,āhtamma,4367,care about,C2,7.48,v：关心；感兴趣；注意
دجاج,دَجَاج,dajājin,4368,chickens,A2,7.48,n：鸡；鸡肉
نعتبر,نَعْتَبِر,naʿtabiru,4369,considered,C2,7.48,v：认为；视为；考虑
بذر,بَذْر,bathri,4370,sowing,C2,7.47,v：播种；n：种子
رتب,رُتَّب,ruttaba,4371,rank,C2,7.47,v：整理；安排；排序
اندماج,انْدِمَاج,āndimāji,4372,integration,C2,7.46,n：合并；融合；一体化
إضافية,إضَافِيَّة,ʾiḍāfiyyatin,4373,additional,C2,7.45,adj：额外的；附加的
متمرد,مُتَمَرِّد,mutamarridin,4374,rebel,C2,7.45,adj：反叛的；n：反叛者
ممتد,مُمْتَدٍ,mumtadin,4375,extended,C2,7.45,adj：延伸的；扩展的；持续的
مهنة,مُهْنَّة,muhnnatin,4376,profession,C2,7.45,n：职业；行业；专业
نأت,نَأْت,naʾta,4377,Nat,C2,7.45,v：远离；避开；疏远
التحاق,الْتِحَاق,āltiḥāqu,4378,enrolment,C2,7.44,n：加入；参加；入学
فيتامين,فيَتَامَيْن,fyatāmayni,4379,vitamin,C2,7.44,n：维生素
يضع,يَضَع,yaḍaʿu,4380,put,C2,7.44,v：放置；放下；设定
عطا,عَطَا,aṭā,4381,Atta,C2,7.43,n：礼物；给予；天赋
تتسع,تَتْسِع,tatsiʿu,4382,widen,C2,7.42,v：扩大；扩展；容纳
جثة,جُثَّة,juṯṯati,4383,body,C2,7.42,n：尸体；遗体
دوافع,دَوَافِع,dawāfiʿi,4384,motivated,C2,7.42,n：动机；动力；诱因
فسد,فَسَدَ,fasada,4385,gone bad,C2,7.42,v：腐败；变质；堕落
واثق,وَاثِق,wāṯiqa,4386,sure,C2,7.42,adj：自信的；确信的；可靠的
اليابان,الْيَابَانِ,al-yābāni,4387,Japan,C2,7.42,n：日本
تصوف,تَصَوُّفَ,taṣawwufa,4388,mysticism,C2,7.41,n：苏菲主义；神秘主义
إغلاق,إغْلَاق,ʾiḡlāqi,4389,close,B1,20.17,n：关闭；封闭；封锁
انقطع,انْقَطَعَ,ānqaṭaʿa,4390,snapped,C2,7.4,v：中断；停止；断开
قبطي,قِبْطِيّ,qibṭiyyun,4391,Coptic,C2,7.4,n：科普特人；科普特语的
انصرف,انْصَرَف,ānṣarafa,4392,scram,C2,7.39,v：离开；散去；花费
شان,شَان,shāna,4393,business,C2,7.39,n：地位；尊严；事件
أدق,أُدُق,ʾuduqin,4394,more precisely,C2,7.38,adj：更精确的；更细致的
شحن,شَحْن,shaḥni,4395,shipping,C2,7.38,v：充电；装载；煽动
حكى,حَكَى,ḥakā,4396,he told,C2,7.37,v：讲述；叙述；模仿
اتجار,اتِّجَار,āttijāri,4397,trafficking,C2,7.36,n：贸易；交易；买卖
وداع,وَدَاع,wadāʿa,4398,farewell,C2,7.36,n：告别；再见
جفاف,جَفَاف,jafāfi,4399,drought,C2,7.35,n：干旱；干燥；缺水
قُطر,قُطْر,qiṭrin,4400,Qatar,C2,7.35,n：直径；卡塔尔
مصادرة,مُصَادَرَة,muṣādarati,4401,confiscation,C2,7.35,n：没收；征用；充公
تحسب,تُحْسَب,tuḥsabu,4402,count,C2,7.34,v：计算；估计；认为
تعثر,تَعَثُّر,taʿaṯṯuri,4403,find,C2,7.34,v：绊倒；失败；陷入困境
ظبي,ظَبْي,ẓabyin,4404,buck,C2,7.34,n：羚羊
معرفي,مُعْرِفِيّ,muʿrifiyyin,4405,knowledge,C2,7.34,adj：认知的；认识的
سام,سَامّ,sāmmun,4406,sam,C2,7.33,adj：有毒的；致命的；有害的
سِرّ,سِرّ,sirri,4407,secret,B1,157.69,n：秘密；机密；奥秘
ولاية,وِلَايَة,wilāyatin,4408,mandate,A1,93.52,n：州；省；管辖权
غنم,غَنَم,ḡanamin,4409,sheep,C2,7.32,n：羊；绵羊
ميّت,مَيِّت,mayyitin,4410,dead,B1,30.22,adj：死的；死亡的
تنموي,تَنْمُوِيّ,tanmuwiyyin,4411,development,C2,7.31,adj：发展的；成长的
مذيع,مَذِيع,mathīʿin,4412,broadcaster,C2,7.31,n：播音员；广播员
اختلاط,اخْتِلَاط,ākhtilāṭi,4413,mixing,C2,7.3,n：混合；混杂；交往
درك,دَرَك,darakin,4414,gendarmerie,C2,7.3,n：宪兵；警察；理解
صرخ,صَرْخ,ṣarkha,4415,he shouted,C2,7.3,v：尖叫；呼喊；大叫
طواف,طَوَاف,ṭawāfi,4416,tour,C2,7.3,n：盘旋；环绕；巡游
غداء,غَدَاء,ḡadāʾi,4417,lunch,C2,7.3,n：午餐；午饭
إضغط,إِضْغَطَ,iḍḡaṭa,4418,press,C2,7.29,v：按；压；点击
اثبات,اثْبَات,āṯbāti,4419,proof,C2,7.29,n：证明；证据；证实
أعظم,أَعْظَم,ʾaʿẓama,4420,greatest,B1,21.05,adj：最伟大的；最大的；至高无上的
تفاؤل,تَفَاؤُل,tafāʾuli,4421,optimism,C2,7.29,n：乐观，乐观主义
عاشوراء,عَاشُورَاءَ,āshūrāʾa,4422,Ashura,C2,7.29,n：阿舒拉节（伊斯兰教节日）
عبير,عُبِير,ʿubīrun,4423,aroma,C2,7.29,n：香气，芳香
شجع,شَجَع,shajaʿa,4424,encourage,C2,7.27,v：鼓励，激励；v：使勇敢
ماركس,مَارِكِس,mārikisa,4425,Marx,C2,7.27,n：马克思（人名）
ماركسي,مَارِكِسِيّ,mārikisiyyin,4426,Marxist,C2,7.27,adj：马克思主义的；n：马克思主义者
تمار,تَمَار,tamārun,4427,Tamar,C2,7.26,n：枣椰树；n：枣椰树果实（枣子）
ردد,رَدِّد,raddidun,4428,echoed,C2,7.26,v：重复；v：回应，答复
غرق,غَرَق,ḡaraqi,4429,drowning,C2,7.26,v：淹没，溺水；v：沉没
خفف,خُفِّف,khuffifa,4430,tempered,C2,7.24,v：减轻，缓解；v：使变轻
غش,غِشّ,ḡishin,4431,fraud,C2,7.24,v：欺骗，作弊；n：欺骗行为
نعرفه,نَعْرِفُهُ,naʿrifuhu,4432,we know,C2,7.24,v：我们认识他/它（由‘认识’的动词第一人称复数现在时+宾语后缀构成）
عمّا,عَمَّا,ammā,4433,wonder,C2,7.23,prep：关于（‘عن’和‘ما’的合写）
عنب,عِنَب,ʿinabi,4434,grape,C2,7.23,n：葡萄
مستواه,مُسْتَوَاهُ,mustawāhu,4435,its level,C2,7.23,n：他的/它的水平（由‘水平’+所有格后缀构成）
كوكب,كَوْكَبِ,kawkabi,4436,planet,C2,7.22,n：行星
يشمل,يَشْمَلَ,yashmala,4437,include,C2,7.22,v：包括，包含（第三人称单数现在时）
تقييد,تَقْيِيد,taqyīdu,4438,restricted,C2,7.21,n：限制，约束
حيفا,حَيْفا,ḥayfā,4439,Haifa,C2,7.21,n：海法（以色列城市名）
خفي,خَفِي,khafiya,4440,hidden,C2,7.21,adj：隐藏的，秘密的；adj：微弱的
صراط,صِرَاطِ,ṣirāṭi,4441,path,C2,7.21,n：道路；途径
أسابيع,أُسَابِيع,ʾusābīʿa,4442,weeks,A2,7.19,n：星期（复数）
ألمانيا,أَلْمَانِيَا,almāniyā,4443,Germany,A1,7.19,n：德国
تهيئة,تَهْيِئَة,tahyiʾata,4444,creating,C2,7.19,n：准备；配置；调整
عروبة,عُرُوبَة,ʿurūbata,4445,Arabism,C2,7.19,n：阿拉伯属性；阿拉伯民族主义
متظاهر,مُتَظَاهِرٌ,mutaẓāhirun,4446,protester,C2,7.19,n：示威者；抗议者
يجر,يَجْر,yajri,4447,drag,C2,7.19,v：拉；拖；吸引
أورد,أُوْرِد,ʾuwrida,4448,cite,C2,7.18,v：提及；引用；带来
جرحى,جَرْحَى,jarḥā,4449,wounded,C2,7.18,n：伤员（复数）
عداد,عِدَاد,ʿidādu,4450,counter,C2,7.18,n：计数器；仪表；计算器
مسلمون,مُسْلِمُونَ,muslimūna,4451,Muslim,C2,7.18,n：穆斯林（复数）
يطلب,يَطْلُب,yaṭlubu,4452,request,C2,7.18,v：要求；请求；订购
إيش,إِيْش,ʾiysha,4453,Ish,C2,7.17,pron：什么（方言）
إيران,إيرَان,ʾīrāna,4454,Iran,C2,7.17,n：伊朗
